adid,opportunity,healthcare,sensitive,financial,prohibited,harmful,clickbait
23850250471380426,0,0,0,0,0,0,0
6263844980806,0,1,0,0,0,0,0
6265404522310,1,0,0,0,0,0,0
6286066775645,0,0,0,0,0,0,0
23848008529590503,0,0,0,0,0,0,0
23848989181820711,0,0,0,0,0,0,0
23849421680220661,0,0,0,0,0,0,0
23848945336860607,0,0,0,0,0,0,0
23849145525110532,0,0,0,0,0,0,0
6243296749626,0,0,0,0,0,0,0
23848821887720101,1,1,0,0,0,0,0
23849152822500753,0,0,0,0,0,0,0
6266244850944,0,1,0,0,1,0,0
23848977046200076,0,0,0,0,0,0,0
23848697185960466,0,1,0,0,0,0,0
6270311577168,0,0,0,0,0,0,0
23849013836630566,0,0,0,0,0,0,0
23848810743700465,0,0,0,0,0,0,0
23849536583150513,0,0,0,0,0,0,0
23848566903000788,0,0,0,0,0,0,0
6258048324669,0,0,0,0,0,0,0
6267538389863,0,0,0,0,0,0,0
6302224122213,0,0,0,0,0,0,0
23849532121930513,1,0,0,0,0,0,0
6270118525768,0,0,0,0,0,0,0
6283008229664,0,0,0,0,0,0,0
23849015093880355,0,1,0,0,0,0,0
23848783030120711,0,0,0,0,0,0,0
23849224532490625,0,0,0,0,0,0,1
6269571492784,0,0,0,0,0,0,0
23848734163240676,0,0,0,0,0,0,0
23849340500960233,0,0,0,0,0,0,0
23849345914300020,0,0,0,0,0,0,0
23848588333560112,0,0,0,0,0,0,0
23848835527720322,0,0,0,0,0,0,0
6279825135216,0,1,0,0,0,0,0
6257966180269,0,0,0,0,0,0,0
23848519180300261,0,0,0,0,0,0,0
6276803664378,0,0,0,0,0,0,0
23848008546340503,0,0,0,0,0,0,0
23849549870700521,0,1,0,0,0,0,0
23849679152790731,1,0,0,0,0,0,0
23848501003170352,0,1,0,0,1,0,0
23848481369610136,0,0,0,0,0,0,0
23849659218410658,0,0,0,0,0,0,0
23849273049650391,0,1,0,0,0,0,0
6272261467835,0,0,0,0,0,0,0
23848667956100108,0,0,0,0,0,0,0
23849617270500089,0,0,0,0,0,0,0
6262558877423,1,0,0,0,0,0,0
23849320325720321,1,0,0,0,0,0,0
23849000186320371,0,0,0,0,0,0,0
23849109219000061,0,0,0,0,0,0,0
23849009389760245,0,0,0,0,0,0,0
23849312456520197,1,1,0,0,0,0,0
23849628670440129,0,0,0,0,0,0,0
23848680911740164,0,0,0,0,0,0,1
23848885154560765,0,0,1,0,0,0,0
23849335146210250,0,0,0,0,0,0,0
23848184396920407,0,0,0,0,0,0,0
6260329493591,0,0,0,0,0,0,0
23849254345680365,0,0,0,0,0,0,0
23849618772040078,0,0,0,0,0,0,0
23848634885550553,0,0,0,0,0,0,0
6259347850847,0,0,0,0,0,0,0
6253311758401,0,0,0,0,0,0,1
23848493878510352,0,0,0,0,0,0,0
23848938165720633,0,0,0,0,0,0,0
6243044280703,0,0,0,0,0,0,0
6254714905069,0,0,0,0,0,0,0
23849121260430632,0,0,0,0,0,0,0
23848984361510424,0,0,0,0,0,0,0
23849008584310607,0,0,0,0,0,0,0
23849147905010030,0,0,0,0,0,0,0
23849021896250235,0,0,0,0,0,0,0
23849512849580025,0,0,0,0,0,0,0
23848526104700476,0,0,0,0,0,0,0
23848679458920451,0,0,0,0,0,0,0
23849064399530127,0,0,0,0,0,0,0
23849501293160431,0,0,0,0,0,0,0
6245634995834,0,0,0,0,0,0,0
23849173599160565,0,0,0,0,0,0,0
23849682407130333,0,0,0,0,0,0,0
6262171369232,0,0,0,0,0,0,0
23848743935340506,0,0,0,0,0,0,0
6268801700082,1,0,0,0,0,0,0
23849162418350309,0,0,0,1,0,0,0
6272934992731,0,1,0,0,0,0,0
23848759071880732,0,0,0,0,0,0,0
23849389291250262,0,0,0,0,0,0,0
23849053060710714,0,0,0,0,0,0,0
23849062880430072,1,0,0,0,0,0,0
23849647519150103,0,0,0,0,0,0,0
23849128056990738,0,0,0,0,0,0,0
23848774273740788,0,0,0,0,0,0,0
23848501796340451,0,0,0,0,0,0,0
23848768830490306,0,1,0,0,0,0,0
6283045265288,0,0,0,0,0,0,0
6256649212736,0,0,0,0,0,0,0
6257719537827,0,0,0,0,0,0,0
23848816765520401,1,0,0,0,0,0,0
23848795386830275,0,0,0,0,0,0,0
6274180046931,0,0,0,0,0,0,0
23849015788010424,0,0,0,0,0,0,0
23848663964730045,0,1,0,0,0,0,0
23849242004960104,0,0,0,0,0,0,0
6262615368668,1,0,0,0,0,0,0
23848993482500605,0,0,1,0,0,0,0
23849334790960625,0,0,0,0,0,0,1
23849172731570757,0,0,0,0,0,0,0
6271242212921,0,0,0,0,0,0,0
23849580177540049,0,0,0,0,0,0,0
23848701077800694,0,0,0,0,0,0,1
23849125594140565,0,0,0,0,0,0,0
23849248441910294,0,0,0,0,0,0,0
6261828248468,0,0,0,0,0,0,0
6252505533146,0,0,0,0,0,0,0
23850169923890426,0,0,0,0,0,0,0
23848796704370617,0,1,0,0,0,0,0
23849655922050129,0,0,0,0,0,0,0
23849123897030716,0,0,0,0,0,0,0
6253893411011,0,0,0,0,0,0,0
23848184767890640,0,0,0,0,0,0,0
23848141345990280,0,0,0,0,0,0,0
23848807191110138,0,0,0,1,0,0,0
23848560822560572,0,0,0,0,0,0,0
23848868528720097,0,0,0,0,0,0,0
23849238820910263,1,0,0,0,0,0,0
23848808287050235,0,0,0,0,0,0,0
23849343100420660,0,1,0,0,0,0,0
23846564164800557,0,0,0,0,0,0,0
6299329949870,0,0,0,0,0,0,0
6255929288208,0,0,0,1,0,0,0
6257227222652,0,0,0,0,0,0,0
23848676093680787,0,0,0,0,0,0,0
23849027068010253,0,0,0,0,0,0,0
23849282470990197,0,0,0,0,0,0,0
23849009538490235,0,0,0,0,0,0,0
23849342567730263,1,0,0,0,0,0,0
23849991672650426,0,0,0,0,0,0,0
23848997102840235,0,0,0,0,0,0,0
6250537216200,1,0,0,0,0,0,0
6257672337787,0,0,0,0,0,0,0
23849607877160613,0,1,0,0,0,0,0
23848737985870617,0,0,0,0,0,0,0
23848665284990518,0,0,0,0,0,0,0
23849245851740041,0,0,0,1,0,0,0
23849063264600340,0,1,0,0,0,0,0
6251105816233,0,1,0,0,0,0,0
23848977548670695,0,0,0,0,0,0,0
23848413383180422,0,0,0,0,0,0,0
6250725760611,0,0,0,0,0,0,0
6282050349250,0,0,0,0,0,0,0
6257672283187,0,0,0,0,0,0,0
23848675411950235,0,0,0,0,0,0,0
6218975048967,0,0,0,0,0,0,0
23849446658610780,0,0,0,0,0,0,0
23848924286580606,0,0,0,0,0,0,0
6261490978991,0,0,0,0,0,0,0
6253311685801,0,0,0,0,0,0,0
6259881034269,0,0,0,0,0,0,0
23849287877440391,0,0,0,0,0,0,0
23849223624760462,0,0,0,0,0,0,0
23848709351130510,0,0,0,0,0,0,0
23849217806830714,0,0,0,0,0,0,0
23848897969650785,0,0,0,0,0,0,0
23848669923660784,0,0,0,0,0,0,0
23849046388320761,0,0,0,0,0,0,0
23849132859480336,0,0,0,0,0,0,0
23848605084380683,0,0,0,0,0,0,0
6287007269488,0,0,0,0,0,0,0
6245989671729,0,0,0,0,0,0,0
6278172788820,0,0,0,0,0,0,0
23849599941900089,0,0,0,0,0,0,0
23848808287920235,0,0,0,0,0,0,0
6252687545729,0,0,0,0,0,0,0
23848678955490529,0,1,0,0,0,0,0
23847939684480676,0,0,0,0,0,0,0
23848967184500198,0,1,0,0,0,0,0
23848857762560561,0,0,0,0,0,0,0
23849188190140004,0,0,0,0,0,0,0
23848814882940711,0,0,0,0,0,0,0
23848734993310178,0,0,0,0,0,0,0
6271063005140,0,0,0,0,0,0,0
6265277043667,0,0,0,0,0,0,0
23849140680640548,0,0,0,0,0,0,0
23850616515520208,0,0,0,0,0,0,0
23848456892460228,0,1,0,0,0,0,0
6285759506809,0,0,0,0,0,0,0
23849089484350254,0,0,0,0,0,0,0
6248928650929,0,0,0,0,0,0,0
23849348067970347,0,0,0,0,0,0,0
6286295291645,0,0,0,0,0,0,0
23849334494330000,0,1,0,0,0,0,0
23848890338290257,0,0,0,0,0,0,0
6265732665110,0,0,0,0,0,0,0
23848643725350179,0,0,1,0,0,0,0
23849069590420364,0,1,0,0,0,0,0
23848650894990519,0,0,0,0,0,0,0
23849843841840169,0,1,0,0,0,0,0
6253107086011,0,0,0,0,0,0,0
23849052071060753,0,0,0,0,0,0,0
23848671746920341,0,0,0,0,0,0,0
23850224227650734,0,0,0,0,0,0,0
23848144214100351,0,0,0,0,0,0,0
23848674219150645,0,0,0,0,0,0,0
23848087374250713,0,0,0,0,0,0,0
23849023411320234,0,0,0,0,0,0,0
23847951723830596,0,0,0,0,0,0,0
23848566860930618,0,0,0,0,0,0,0
23849439593870227,0,0,0,1,0,0,0
23849991665920426,0,0,0,0,0,0,0
23849113249550757,0,1,0,0,0,0,0
6283410242420,0,0,0,0,0,0,0
6274947091097,0,0,0,0,0,0,0
23849021892500235,0,0,0,0,0,0,0
23849541237320187,0,0,0,0,0,0,0
6278295662250,0,0,0,0,0,0,0
23849804602430543,0,0,0,0,0,0,0
23849234828740365,0,0,0,0,0,0,0
6261410146170,0,0,0,0,0,0,0
6258657089345,0,0,0,0,0,0,0
6267044167111,0,0,0,0,0,0,0
6279620160630,0,0,0,0,0,0,0
23848354981180156,0,0,0,0,0,0,0
6234793709694,1,0,0,0,0,0,0
23849245854530041,0,0,0,1,0,0,0
23848783971970569,1,0,0,0,0,0,0
23848789366720466,0,0,0,0,0,0,0
23849085544910056,0,0,0,0,0,0,0
23848304822700189,0,0,0,0,0,0,0
23848775680060420,0,0,0,0,0,0,0
23849535829690307,0,0,0,0,0,0,0
6250779816399,0,0,0,0,0,0,0
6243417191048,0,0,0,0,0,0,0
23848393774780425,0,0,0,0,0,0,0
23849265292620713,0,0,0,0,0,0,0
23849236792670759,0,0,0,0,0,0,0
23849006837730234,0,0,0,0,0,0,0
23848716996240376,0,0,0,0,0,0,0
23848891038820785,0,0,0,0,0,0,0
6302023933813,0,0,0,0,0,0,0
23847917159460231,1,0,0,0,0,0,0
23848737270550787,0,0,0,0,0,0,0
23849160157310660,0,0,0,0,0,0,0
23848798423360569,0,0,0,0,0,0,0
6288537083873,0,0,0,0,0,0,0
6276537284886,0,0,0,0,0,0,0
6266093459964,0,0,0,0,0,0,0
23848838179670353,0,0,0,0,0,0,0
23849749301500705,0,0,0,0,0,0,0
23849053378060714,0,0,0,0,0,0,0
23849196484830149,0,0,0,0,0,0,0
23849197905360309,0,0,0,0,0,0,0
23848879779450228,0,0,0,0,0,0,0
23848553860740573,0,0,0,0,0,0,0
23849160718420005,0,1,0,0,0,0,0
23848695686840489,0,0,0,0,0,0,0
6262368539583,0,0,0,0,0,0,0
23849167970000712,0,0,0,0,0,0,0
23848506764300422,0,0,0,0,0,0,0
23849909913080543,0,0,0,0,0,0,0
23848780036200463,0,0,0,0,0,0,0
23849759374630337,1,1,0,0,0,0,0
23848867908880097,1,0,0,0,0,0,0
23848769234800271,0,0,0,0,0,0,0
23848944913110680,0,0,0,0,0,0,0
23849491095300070,0,0,0,0,0,0,0
23849228831010651,0,0,0,0,0,0,0
6253686747308,0,0,0,0,0,0,0
6258304875801,0,0,0,0,0,0,0
23849232881280091,0,0,0,0,0,0,0
6262526380893,0,0,0,0,0,0,0
23846537571260154,0,0,0,0,0,0,0
23848711754990357,1,0,0,1,0,0,0
6242520792763,0,0,0,0,0,0,0
23849638938470263,0,0,0,0,0,0,0
23849103183460720,0,1,0,0,0,0,0
23849607877450613,0,1,0,0,0,0,0
6276420406051,0,0,0,0,0,0,0
23848887979950336,0,1,0,0,0,0,0
23848894078000580,0,0,0,0,0,0,0
23849128603590061,0,1,0,0,0,0,0
23848868921470213,1,0,0,0,0,0,0
23850152383960426,0,0,0,0,0,0,0
23848797036890007,0,0,0,0,0,0,0
6259666737981,0,0,0,0,0,0,0
23849631214930190,0,0,0,0,0,0,0
23849219913760525,0,0,0,0,0,0,0
6267276522801,0,0,0,0,0,0,1
23849421150730405,0,0,0,0,0,0,0
23847338571860427,0,0,0,0,0,0,0
23849137101340252,0,0,0,0,0,0,0
6258046611469,0,0,0,0,0,0,0
23849189135900061,0,1,1,0,0,0,0
6282219300151,0,1,0,0,0,0,0
23849021033020457,1,0,0,0,0,0,0
23848803274980642,0,0,0,0,0,0,0
6263183685543,0,0,0,0,0,0,0
6253356690010,0,0,0,0,0,0,0
6263608782941,1,0,0,0,0,0,0
23848630976330151,0,0,0,0,0,0,0
23849090233550680,0,0,0,0,0,0,0
6287942256409,0,0,0,0,0,0,0
23848839658830440,0,0,0,0,0,0,0
23848919765150377,1,0,0,0,0,0,0
23849047479270766,0,0,0,0,0,0,0
23848922479820561,0,1,0,0,0,0,0
23848615540990014,0,0,0,0,0,0,0
6290116536780,0,0,0,0,0,0,0
23848312465310046,0,0,0,0,0,0,0
23849293323750403,0,0,0,0,0,0,0
6254704472472,0,0,0,0,0,0,0
23848774833760275,0,0,0,0,0,0,0
6258183721587,0,0,0,0,0,0,0
23849169654510714,0,0,0,0,0,0,0
6266311328561,0,0,0,0,0,0,0
6270535338883,0,0,0,0,0,0,0
23848817088460092,0,0,0,0,0,0,0
23848470080550278,0,0,0,0,0,0,0
23848885268640569,1,0,0,0,0,0,0
23849375132300021,0,0,0,0,0,0,0
23848633022590018,1,0,0,0,0,0,0
23848403490810425,0,0,0,0,0,0,0
23849238593000130,0,0,0,0,0,0,0
23849825485960456,0,0,0,0,0,0,0
23848764622480517,0,0,0,0,0,0,0
23849026487290301,0,1,0,0,0,0,0
6267249481172,0,0,0,0,0,0,0
23848783775700275,0,0,0,0,0,0,1
6274467151540,0,0,0,1,0,0,0
23849345567830739,0,0,0,0,0,0,0
23848613150850352,0,0,0,0,0,0,0
23847351910100713,0,0,0,0,0,0,0
23847821787060138,0,1,0,0,0,0,0
23849909113400169,0,1,0,0,0,0,0
6282039390073,0,0,0,1,0,0,0
6296012981280,0,0,0,0,0,0,0
23848720522000054,0,0,0,0,0,0,0
6245800877698,0,0,0,0,0,0,0
23849040330020161,0,0,0,0,0,0,0
23848560646160076,0,0,0,0,0,0,0
6249242231226,1,0,0,0,0,0,0
23848375527370704,0,0,0,0,0,0,0
23848841216200319,0,0,0,0,0,0,0
6262711954979,0,0,0,0,0,0,0
23849461561450587,0,0,0,0,0,0,0
23849198552870104,0,1,0,0,0,0,0
23848833497200779,0,0,0,0,0,0,0
6248283812730,0,0,0,0,0,0,0
23849015959750723,0,0,0,0,0,0,0
6271169248588,0,0,0,0,0,0,0
6226186149900,0,0,0,0,0,0,0
23848832547360251,0,0,0,0,0,0,0
23849162047960597,0,0,0,0,0,0,0
6250731274803,0,0,0,0,0,0,0
23848777875170567,0,0,0,0,0,0,0
23848888401520444,0,0,0,0,0,0,0
23848402699880425,0,0,0,0,0,0,0
6285881449420,0,0,0,0,0,0,0
6259913803483,0,0,0,0,0,0,0
23848682681720581,1,0,0,0,0,0,0
23849602397550259,0,0,0,0,0,0,0
23849804602900543,0,0,0,0,0,0,0
6233269112263,0,0,0,0,0,0,0
23849123545440100,0,0,0,0,0,0,0
6272261657835,0,0,0,0,0,0,0
23849225895090616,0,0,0,0,0,0,0
23848922506790720,0,1,0,0,0,0,0
6250898221701,0,0,0,0,0,0,0
6280604862450,1,0,0,0,0,0,0
6261470195901,0,0,0,0,0,0,0
23849491096350070,0,0,0,0,0,0,0
6245332449363,0,0,0,0,0,0,1
23848602932500306,0,0,0,0,0,0,0
23846495435700274,0,0,0,0,0,0,0
6243401530048,0,0,0,0,0,0,0
6244954540249,0,0,0,0,0,0,0
23848516009120089,1,0,0,0,0,0,0
23849190383810001,0,1,0,0,0,0,0
6277547014682,0,0,0,0,0,0,0
23848184380600407,0,0,0,0,0,0,0
23848846808990777,0,0,0,0,0,0,0
23848284240030598,0,0,0,0,0,0,0
23848971975700455,0,0,0,0,0,0,1
6270453431659,0,0,0,0,0,0,0
23848140169320136,0,0,0,0,0,0,0
23848837568030094,1,0,0,0,0,0,0
23847760121000120,0,0,0,0,0,0,0
6250609053154,0,0,0,0,0,0,0
6287387963780,0,0,0,0,0,0,0
23848872686900443,0,0,0,0,0,0,0
23848703941700239,0,0,0,0,0,0,0
6258183741787,0,0,0,0,0,0,0
6287022125620,0,0,0,0,0,0,0
23848706118400607,0,0,0,0,0,0,0
23848933260470583,0,0,0,0,0,0,0
6300933851013,0,0,0,0,0,0,0
6263985622184,0,0,0,0,0,0,0
23848977465540293,0,0,0,0,0,0,0
23847960708730709,0,0,0,0,0,0,0
23849091168600709,0,1,0,0,0,0,0
23848252227220105,0,0,0,0,0,0,0
23849001104880092,0,0,0,0,0,0,0
6259113894970,0,0,0,0,0,0,0
23849411986860160,0,0,0,0,0,0,0
6253161144358,0,0,0,0,0,0,0
23848903114260235,0,0,1,0,0,0,0
6249932708599,0,0,0,0,0,0,0
23849396059250579,0,0,0,0,0,0,0
23848935326250355,0,0,0,0,0,0,0
6253670374713,0,0,0,0,0,0,0
23848950090870590,0,0,0,0,0,0,0
23847311981190713,0,0,0,0,0,0,0
23849077211100693,0,0,0,0,0,0,0
6229329864758,0,0,0,0,0,0,0
23848613600350191,0,0,0,0,0,0,0
23849102682060611,0,0,0,0,0,0,0
6269361373883,0,0,0,0,0,0,0
6239407796977,0,0,0,0,0,0,0
23848720313480170,0,0,0,0,0,0,0
23847490799580691,0,0,0,0,0,0,0
23849898680710202,0,0,0,0,0,0,0
23849139499790738,0,0,0,0,0,0,0
23848872807340711,0,0,0,0,0,0,0
23847900196500112,0,0,0,0,0,0,0
23848849801930226,0,0,0,0,0,0,0
23844589393190617,0,0,0,0,0,0,0
23848795213260334,0,0,0,0,0,0,0
23848735551200788,0,0,0,0,0,0,0
23849279114140272,0,0,0,0,0,0,0
23849619141470333,0,0,0,0,0,0,0
23850022123580035,0,0,0,0,0,0,0
23849162649880607,0,0,0,0,0,0,0
23850111923920426,0,0,0,0,0,0,0
23849182262320680,0,0,0,0,0,0,0
6256683389133,0,0,0,0,0,0,0
23849077467540480,0,0,0,0,0,0,0
6265196326964,0,0,0,0,0,0,0
23849867446790337,0,1,0,0,0,0,0
23848669876590784,0,0,0,0,0,0,0
23849343079390431,0,0,0,0,0,0,0
23849015533990711,0,0,0,0,0,0,0
6257284664036,0,0,0,0,0,0,0
23848738415700363,0,1,0,0,0,0,0
23848792725720711,0,0,0,0,0,0,0
6257814482036,0,0,0,0,0,0,0
6264007531851,0,0,0,0,0,0,0
6281248896419,0,0,0,0,0,0,0
23848717512870639,0,0,0,0,0,0,0
23849582804290333,0,0,0,0,0,0,0
23848538729730531,0,0,0,0,0,0,0
23848914831050354,0,0,0,0,0,0,0
23849158787680739,0,0,0,0,0,0,0
23849468375480708,0,0,0,0,0,0,0
6243420478429,0,0,0,0,0,0,0
6244479096421,0,0,0,0,0,0,0
23849507121740129,0,0,0,0,0,0,0
6246676724554,0,0,0,0,0,0,0
23848393782830425,0,0,0,0,0,0,0
23849284582040183,0,0,0,0,0,0,0
23848606616910598,0,1,0,0,0,0,0
23848712068760123,0,0,0,0,0,0,0
23848208146380620,0,0,0,0,0,0,0
23849651716950540,0,0,0,0,0,0,0
23849175216690714,0,0,0,0,0,0,0
23849502733150227,0,0,0,0,0,0,0
23849053205790714,0,0,0,0,0,0,0
23848821119930072,0,0,0,0,0,0,0
6268716299188,0,0,0,0,0,0,0
23849605065410227,0,0,0,0,0,0,0
23848788356730002,0,0,0,0,0,0,0
6221372463256,1,0,0,0,0,0,0
23848700146200007,0,0,0,0,0,0,0
6273901850601,0,0,0,0,0,0,0
23849216684620714,0,0,0,0,0,0,0
23848873531490112,0,0,1,0,0,0,0
23849138722760720,0,1,0,0,0,0,0
23848857667430599,0,0,0,0,0,0,0
23849101986740641,0,0,0,0,0,0,0
23848910252150682,0,0,0,0,0,0,0
6286227720424,0,0,0,0,0,0,0
23849009009580624,0,0,0,0,0,0,0
23848728465490204,0,0,0,0,0,0,0
6275020096886,0,0,0,0,0,0,0
6250870957529,0,0,0,0,0,0,0
23848349891150627,0,0,0,0,0,0,0
6251382937329,1,0,0,0,0,0,0
23848794689470341,0,0,0,0,0,0,0
23848836265810000,0,1,0,0,0,0,0
23848666043330170,0,0,0,0,0,0,0
23848562594350481,0,0,0,0,0,0,0
6265404454510,1,0,0,0,0,0,0
23849106864420412,0,1,0,0,0,0,0
23848873735140715,0,0,0,0,0,0,0
23849127015750607,0,0,0,0,0,0,0
23848960472810390,0,0,0,0,0,0,0
23849252451220661,0,0,0,0,0,0,0
23849117407570198,0,0,0,0,0,0,0
23848874618760335,0,0,0,0,0,0,0
23848803876950161,0,0,0,0,0,0,0
6264963564815,0,0,0,0,0,0,0
23848697419260466,0,1,0,0,0,0,0
6282220153751,0,1,0,0,0,0,0
6264878926538,0,0,0,0,0,0,0
23848403470030425,0,0,0,0,0,0,0
23849406004640246,0,0,0,0,0,0,0
6255978350701,0,0,0,0,0,0,0
23848667426290500,0,0,0,0,0,0,0
23848944624510516,0,0,0,0,0,0,0
23848671025250271,0,0,0,0,0,0,0
23848322472540604,0,0,0,1,0,0,0
6294469004309,1,0,0,0,0,0,0
6282261930650,0,0,0,0,0,0,0
23849368294190084,1,0,0,0,0,0,0
6250773532999,0,0,0,0,0,0,0
23849920391000342,0,0,0,0,0,0,0
23848245236940713,0,0,0,0,0,0,0
6249098403259,0,0,0,0,0,0,0
23848817912880466,0,0,0,0,0,0,0
23849050203270687,0,0,0,0,0,0,0
23848559702700352,0,0,0,0,0,0,0
6273901630801,0,0,0,0,0,0,0
23849169609450560,0,1,0,0,0,0,0
23849162418540309,0,0,0,0,0,0,0
23849589716880065,0,0,0,0,0,0,0
23849548443710716,0,0,0,0,0,0,0
23848592902150464,1,0,0,0,0,0,0
23849069574450736,0,0,0,0,0,0,0
23847700963330467,0,0,0,0,0,0,0
23849137096230252,0,0,0,0,0,0,0
23848716962650569,0,0,0,0,0,0,0
6268714766572,0,0,1,0,0,0,0
23848672100240026,0,0,0,0,0,0,0
23848744133700231,1,0,0,0,0,0,0
23848804234960123,0,0,0,0,0,0,0
23848904481150097,0,0,0,0,0,0,0
6283475140041,0,0,0,0,0,0,0
23848853175340414,0,0,0,0,0,0,0
23848969792590335,0,0,0,0,0,0,0
6259122594570,0,0,0,0,0,0,0
23849265954020412,0,0,0,0,0,0,0
23849622492630259,0,0,0,0,0,0,0
23847613143540213,0,0,0,0,0,0,0
23848657001570652,0,0,0,0,0,0,0
6258048300469,0,0,0,0,0,0,0
23848752386990285,0,0,0,0,0,0,0
6251569672826,0,0,0,0,0,0,0
23848760382730457,0,0,0,0,0,0,0
23849121554470198,0,1,0,0,0,0,0
6300097039213,0,0,0,0,0,0,0
23849812758320337,0,0,0,0,0,0,1
23848967701270406,1,0,0,0,0,0,0
6246856262800,0,0,0,0,0,0,0
6261910913381,0,0,0,0,0,0,0
6253894072811,0,0,0,0,0,0,0
6281511453951,0,0,0,0,0,0,0
23847901561410382,0,0,0,0,0,0,0
23848545904980179,0,0,0,0,0,0,0
6263674623779,0,0,0,0,0,0,0
23849249428200545,0,0,0,1,0,0,0
23848648892990787,0,0,0,0,0,0,0
23848656573200745,0,0,0,0,0,0,0
23848797351340787,0,0,0,0,0,0,0
6279492132050,0,0,0,0,0,0,0
23848786237150735,0,0,0,0,0,0,0
23848702003000059,0,0,0,0,0,0,0
23849403241460456,0,0,0,0,0,0,0
6257555455136,0,0,0,0,0,0,0
23849238287650714,0,0,0,0,0,0,0
23849856427990536,0,0,0,0,0,0,0
23849027883520654,0,0,0,0,0,0,0
23848940797950218,0,0,0,0,0,0,0
6256640397387,0,0,0,0,0,0,0
